claim_id,section,subsection,surface,statistic_type,token_form,token,parsed_value,decimals_quoted,aggregation_unit,source_alias,source_artifact_id,json_pointer,generated_value,abs_delta,tolerance_rule,flag,flag_reason,resolution_confidence,external_literature,derived_now_generated,source_sha256,sentence
C0428,Results,The one positive lead does not survive at 28 lineages,prose,Delta,interval,0.244,0.244,3,,E1,art_CZaytBH8uL4_,/metadata/results/per_member_table/2/judged_refusal_ci/1,0.24413228563863962,0.00013228563863962317,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The paired advantage is $\Delta_A = +0.099$ $[-0.027, 0.244]$, with $P(\Delta_A > 0) = 0.935$ — short of the pre-registered interval criterion — so **R1 fails**."
C0429,Results,The one positive lead does not survive at 28 lineages,prose,Delta,count,0,0.0,0,,E1,art_CZaytBH8uL4_,/metadata/results/per_member_table/20/judged_refusal_k,0.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The paired advantage is $\Delta_A = +0.099$ $[-0.027, 0.244]$, with $P(\Delta_A > 0) = 0.935$ — short of the pre-registered interval criterion — so **R1 fails**."
C0430,Results,The one positive lead does not survive at 28 lineages,prose,Delta,real,0.935,0.935,3,,E1,art_CZaytBH8uL4_,/metadata/results/outcome_statistics/a_Delta_A/member_level/prob_delta_gt_0,0.9355,0.0004999999999999449,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The paired advantage is $\Delta_A = +0.099$ $[-0.027, 0.244]$, with $P(\Delta_A > 0) = 0.935$ — short of the pre-registered interval criterion — so **R1 fails**."
C0431,Results,The one positive lead does not survive at 28 lineages,prose,Delta,count,1,1.0,0,,E1,art_CZaytBH8uL4_,/metadata/ground_truth/calibration/members/l3_instruct/cache_hit_fraction,1.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The paired advantage is $\Delta_A = +0.099$ $[-0.027, 0.244]$, with $P(\Delta_A > 0) = 0.935$ — short of the pre-registered interval criterion — so **R1 fails**."
C0432,Results,The one positive lead does not survive at 28 lineages,prose,Delta,real,-0.152,-0.152,3,,E1,art_CZaytBH8uL4_,/metadata/results/outcome_statistics/d_Delta_B/member_level/delta,-0.15207830060041289,7.830060041288944e-05,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"$\Delta_B = -0.152$ $[-0.488, 0.075]$: independently authored wording does not merely fail to reproduce the gain, it points the other way, so **R3 fails**."
C0433,Results,The one positive lead does not survive at 28 lineages,prose,Delta,interval,-0.488,-0.488,3,,E1,art_CZaytBH8uL4_,/metadata/results/outcome_statistics/d_Delta_B/member_level/ci95/0,-0.48760162907107385,0.00039837092892613946,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"$\Delta_B = -0.152$ $[-0.488, 0.075]$: independently authored wording does not merely fail to reproduce the gain, it points the other way, so **R3 fails**."
C0434,Results,The one positive lead does not survive at 28 lineages,prose,Delta,interval,0.075,0.075,3,,E1,art_CZaytBH8uL4_,/metadata/results/outcome_statistics/d_Delta_B/member_level/ci95/1,0.07533755702481175,0.0003375570248117521,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"$\Delta_B = -0.152$ $[-0.488, 0.075]$: independently authored wording does not merely fail to reproduce the gain, it points the other way, so **R3 fails**."
C0435,Results,The one positive lead does not survive at 28 lineages,prose,Delta,real,0.135,0.135,3,lineage,E1,art_CZaytBH8uL4_,/metadata/results/verdict/rule_inputs/permutation_p_Delta_A,0.13491432542837287,8.567457162714232e-05,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The permutation $p$ for $\Delta_A$ is $0.135$ against a Monte-Carlo floor of $5\times10^{-6}$ over 200,000 lineage permutations, so **R4 fails** — and the $1/5040$ floor that the original result sat exactly on is genuinely retired by the larger panel."
C0436,Results,The one positive lead does not survive at 28 lineages,prose,Delta,real,5\times10^{-6},4.9999999999999996e-06,6,lineage,E1,art_CZaytBH8uL4_,/metadata/results/outcome_statistics/c_permutation_p_Delta_A/p_min_achievable,4.9999750001249995e-06,2.499987500001466e-11,|delta| <= 0.5e-6 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The permutation $p$ for $\Delta_A$ is $0.135$ against a Monte-Carlo floor of $5\times10^{-6}$ over 200,000 lineage permutations, so **R4 fails** — and the $1/5040$ floor that the original result sat exactly on is genuinely retired by the larger panel."
C0437,Results,The one positive lead does not survive at 28 lineages,prose,Delta,count,"200,000",200000.0,0,lineage,E1,art_CZaytBH8uL4_,/metadata/results/outcome_statistics/c_permutation_p_Delta_A/n_permutations,200000.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The permutation $p$ for $\Delta_A$ is $0.135$ against a Monte-Carlo floor of $5\times10^{-6}$ over 200,000 lineage permutations, so **R4 fails** — and the $1/5040$ floor that the original result sat exactly on is genuinely retired by the larger panel."
C0438,Results,The one positive lead does not survive at 28 lineages,prose,Delta,count,4,4.0,0,lineage,E1,art_CZaytBH8uL4_,/metadata/paraphrase_sets/B/kept_indices/4,4.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The permutation $p$ for $\Delta_A$ is $0.135$ against a Monte-Carlo floor of $5\times10^{-6}$ over 200,000 lineage permutations, so **R4 fails** — and the $1/5040$ floor that the original result sat exactly on is genuinely retired by the larger panel."
C0439,Results,The one positive lead does not survive at 28 lineages,prose,Delta,count,1,1.0,0,lineage,E1,art_CZaytBH8uL4_,/metadata/ground_truth/calibration/members/l3_instruct/cache_hit_fraction,1.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,MEDIUM,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The permutation $p$ for $\Delta_A$ is $0.135$ against a Monte-Carlo floor of $5\times10^{-6}$ over 200,000 lineage permutations, so **R4 fails** — and the $1/5040$ floor that the original result sat exactly on is genuinely retired by the larger panel."
C0440,Results,The one positive lead does not survive at 28 lineages,prose,Delta,count,5040,5040.0,0,lineage,V1_S1,art__tq3ZgPRYB0B,/deltas/all19_drop_undefined_yE3::max_refusal_rate_minus_ams_sigma/lineage_level/permutation/n_permutations,5040.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,b438f7dc809226e4dea85260c9352c89e38bb160befa59298b23822e58e60dfd,"The permutation $p$ for $\Delta_A$ is $0.135$ against a Monte-Carlo floor of $5\times10^{-6}$ over 200,000 lineage permutations, so **R4 fails** — and the $1/5040$ floor that the original result sat exactly on is genuinely retired by the larger panel."
C0441,Results,The one positive lead does not survive at 28 lineages,prose,verdict_string,real,DOES_NOT_SURVIVE,,0,,E1,art_CZaytBH8uL4_,/metadata/results/verdict/string,DOES_NOT_SURVIVE,,EXACT (counts and verdict strings),MATCH,verdict string reproduced verbatim from a stamped source,NA,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The pre-registered verdict is `DOES_NOT_SURVIVE`, with no salvage and no post-hoc subgroup."
C0442,Results,The one positive lead does not survive at 28 lineages,prose,Delta,count,19,19.0,0,member,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/archived_19_only_Delta_A/member_level/n,19.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"Split by provenance, the archived 19-member block reproduces $\Delta_A = +0.2963$ — a gap of $2.6\times10^{-4}$ to the previously published $+0.296$, confirming the reuse is byte-exact rather than merely similar — while the 33 newly measured members give $-0.016$ $[-0.144, 0.130]$."
C0443,Results,The one positive lead does not survive at 28 lineages,prose,Delta,real,+0.2963,0.2963,4,member,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/archived_19_only_Delta_A/member_level/delta,0.2962644517928017,3.554820719831042e-05,|delta| <= 0.5e-4 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"Split by provenance, the archived 19-member block reproduces $\Delta_A = +0.2963$ — a gap of $2.6\times10^{-4}$ to the previously published $+0.296$, confirming the reuse is byte-exact rather than merely similar — while the 33 newly measured members give $-0.016$ $[-0.144, 0.130]$."
C0444,Results,The one positive lead does not survive at 28 lineages,prose,Delta,real,2.6\times10^{-4},0.00026000000000000003,5,member,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/archived_19_only_Delta_A/abs_gap_to_expected,0.00026445179280171205,4.4517928017120175e-06,|delta| <= 0.5e-5 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"Split by provenance, the archived 19-member block reproduces $\Delta_A = +0.2963$ — a gap of $2.6\times10^{-4}$ to the previously published $+0.296$, confirming the reuse is byte-exact rather than merely similar — while the 33 newly measured members give $-0.016$ $[-0.144, 0.130]$."
C0445,Results,The one positive lead does not survive at 28 lineages,prose,Delta,real,+0.296,0.296,3,member,E1,art_CZaytBH8uL4_,/metadata/prereg/archived_reference_values/delta_19_members,0.296,0.0,|delta| <= 0.5e-3 is ROUNDING_OK,MATCH,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"Split by provenance, the archived 19-member block reproduces $\Delta_A = +0.2963$ — a gap of $2.6\times10^{-4}$ to the previously published $+0.296$, confirming the reuse is byte-exact rather than merely similar — while the 33 newly measured members give $-0.016$ $[-0.144, 0.130]$."
C0446,Results,The one positive lead does not survive at 28 lineages,prose,Delta,count,33,33.0,0,member,E1,art_CZaytBH8uL4_,/metadata/results/per_member_table/6/judged_refusal_k,33.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"Split by provenance, the archived 19-member block reproduces $\Delta_A = +0.2963$ — a gap of $2.6\times10^{-4}$ to the previously published $+0.296$, confirming the reuse is byte-exact rather than merely similar — while the 33 newly measured members give $-0.016$ $[-0.144, 0.130]$."
C0447,Results,The one positive lead does not survive at 28 lineages,prose,Delta,real,-0.016,-0.016,3,member,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/new_members_only_Delta_A/member_level/delta,-0.016219382428103724,0.00021938242810372321,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"Split by provenance, the archived 19-member block reproduces $\Delta_A = +0.2963$ — a gap of $2.6\times10^{-4}$ to the previously published $+0.296$, confirming the reuse is byte-exact rather than merely similar — while the 33 newly measured members give $-0.016$ $[-0.144, 0.130]$."
C0448,Results,The one positive lead does not survive at 28 lineages,prose,Delta,interval,-0.144,-0.144,3,member,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/new_members_only_Delta_A/member_level/ci95/0,-0.14367503530683964,0.0003249646931603456,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"Split by provenance, the archived 19-member block reproduces $\Delta_A = +0.2963$ — a gap of $2.6\times10^{-4}$ to the previously published $+0.296$, confirming the reuse is byte-exact rather than merely similar — while the 33 newly measured members give $-0.016$ $[-0.144, 0.130]$."
C0449,Results,The one positive lead does not survive at 28 lineages,prose,Delta,interval,0.130,0.13,3,member,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/new_members_only_Delta_A/member_level/ci95/1,0.13006698576884929,6.698576884928142e-05,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"Split by provenance, the archived 19-member block reproduces $\Delta_A = +0.2963$ — a gap of $2.6\times10^{-4}$ to the previously published $+0.296$, confirming the reuse is byte-exact rather than merely similar — while the 33 newly measured members give $-0.016$ $[-0.144, 0.130]$."
C0450,Results,The one positive lead does not survive at 28 lineages,prose,correlation,real,0.358,0.358,3,member,E1,art_CZaytBH8uL4_,/metadata/prereg/archived_reference_values/rho_original_19_members,0.358,0.0,|delta| <= 0.5e-3 is ROUNDING_OK,MATCH,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,Per block the correlation goes $0.358 \to 0.654$ on the archive and $0.402 \to 0.386$ on the new members.
C0451,Results,The one positive lead does not survive at 28 lineages,prose,correlation,real,0.654,0.654,3,member,E1,art_CZaytBH8uL4_,/metadata/prereg/archived_reference_values/rho_refit_19_members,0.654,0.0,|delta| <= 0.5e-3 is ROUNDING_OK,MATCH,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,Per block the correlation goes $0.358 \to 0.654$ on the archive and $0.402 \to 0.386$ on the new members.
C0452,Results,The one positive lead does not survive at 28 lineages,prose,correlation,real,0.402,0.402,3,member,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/new_members_only_Delta_A/member_level/rho_reference,0.4019731480119726,2.685198802743205e-05,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,Per block the correlation goes $0.358 \to 0.654$ on the archive and $0.402 \to 0.386$ on the new members.
C0453,Results,The one positive lead does not survive at 28 lineages,prose,correlation,real,0.386,0.386,3,member,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/new_members_only_Delta_A/member_level/rho_score,0.38575376558386887,0.0002462344161311414,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,Per block the correlation goes $0.358 \to 0.654$ on the archive and $0.402 \to 0.386$ on the new members.
C0454,Results,The one positive lead does not survive at 28 lineages,prose,Delta,count,28,28.0,0,,E1,art_CZaytBH8uL4_,/metadata/results/score_columns/orig_sigma/lineage_aggregated/n,28.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"This is not a single-outlier story: leave-one-lineage-out over 28 folds keeps the shrunken $\Delta_A$ in $[0.068, 0.122]$ and leave-one-family-out over 11 folds in $[0.060, 0.137]$, never flipping sign."
C0455,Results,The one positive lead does not survive at 28 lineages,prose,Delta,interval,0.068,0.068,3,,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/leave_one_lineage_out_Delta_A/range/0,0.06766630478205365,0.0003336952179463504,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"This is not a single-outlier story: leave-one-lineage-out over 28 folds keeps the shrunken $\Delta_A$ in $[0.068, 0.122]$ and leave-one-family-out over 11 folds in $[0.060, 0.137]$, never flipping sign."
C0456,Results,The one positive lead does not survive at 28 lineages,prose,Delta,interval,0.122,0.122,3,,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/leave_one_lineage_out_Delta_A/range/1,0.1215751375490089,0.00042486245099110365,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"This is not a single-outlier story: leave-one-lineage-out over 28 folds keeps the shrunken $\Delta_A$ in $[0.068, 0.122]$ and leave-one-family-out over 11 folds in $[0.060, 0.137]$, never flipping sign."
C0457,Results,The one positive lead does not survive at 28 lineages,prose,Delta,count,11,11.0,0,,E1,art_CZaytBH8uL4_,/metadata/results/per_member_table/23/judged_refusal_k,11.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"This is not a single-outlier story: leave-one-lineage-out over 28 folds keeps the shrunken $\Delta_A$ in $[0.068, 0.122]$ and leave-one-family-out over 11 folds in $[0.060, 0.137]$, never flipping sign."
C0458,Results,The one positive lead does not survive at 28 lineages,prose,Delta,interval,0.060,0.06,3,,E1,art_CZaytBH8uL4_,/metadata/results/per_member_table/1/judged_refusal_ci/0,0.06032686945758839,0.00032686945758839125,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"This is not a single-outlier story: leave-one-lineage-out over 28 folds keeps the shrunken $\Delta_A$ in $[0.068, 0.122]$ and leave-one-family-out over 11 folds in $[0.060, 0.137]$, never flipping sign."
C0459,Results,The one positive lead does not survive at 28 lineages,prose,Delta,interval,0.137,0.137,3,,E1,art_CZaytBH8uL4_,/metadata/results/per_member_table/9/judged_refusal_ci/0,0.1371238671625942,0.00012386716259418784,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"This is not a single-outlier story: leave-one-lineage-out over 28 folds keeps the shrunken $\Delta_A$ in $[0.068, 0.122]$ and leave-one-family-out over 11 folds in $[0.060, 0.137]$, never flipping sign."
C0460,Results,The one positive lead does not survive at 28 lineages,prose,real,real,+0.066,0.066,3,,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/robustness_calibration_family/sigma_max/delta/member_level/delta,0.06608571096315696,8.57109631569597e-05,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"Three alternative calibration rules (maximum-$\sigma$, harmful-concept-only, worst-concept) give $+0.066$, $+0.152$ and $-0.035$, none rejecting after Holm."
C0461,Results,The one positive lead does not survive at 28 lineages,prose,real,real,+0.152,0.152,3,,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/robustness_calibration_family/sigma_harmful_only/delta/member_level/delta,0.15212101922417703,0.00012101922417703803,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"Three alternative calibration rules (maximum-$\sigma$, harmful-concept-only, worst-concept) give $+0.066$, $+0.152$ and $-0.035$, none rejecting after Holm."
C0462,Results,The one positive lead does not survive at 28 lineages,prose,real,real,-0.035,-0.035,3,,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/robustness_calibration_family/sigma_worst_concept/delta/member_level/delta,-0.03515742735790445,0.00015742735790444384,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"Three alternative calibration rules (maximum-$\sigma$, harmful-concept-only, worst-concept) give $+0.066$, $+0.152$ and $-0.035$, none rejecting after Holm."
C0463,Results,The one positive lead does not survive at 28 lineages,prose,interval,real,0.231,0.231,3,,E1,art_CZaytBH8uL4_,/metadata/results/outcome_statistics/b_verdict_class_change_rate/refitA/rate,0.23076923076923078,0.00023076923076922884,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,MEDIUM,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The descriptive verdict-class change rate is $12/52 = 0.231$ $[0.137, 0.361]$ against the archived $6/19$, so the refit still *moves* AMS's PASS/WARN/CRIT verdicts; it just does not move them toward the truth."
C0464,Results,The one positive lead does not survive at 28 lineages,prose,interval,interval,0.137,0.137,3,,E1,art_CZaytBH8uL4_,/metadata/results/per_member_table/9/judged_refusal_ci/0,0.1371238671625942,0.00012386716259418784,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The descriptive verdict-class change rate is $12/52 = 0.231$ $[0.137, 0.361]$ against the archived $6/19$, so the refit still *moves* AMS's PASS/WARN/CRIT verdicts; it just does not move them toward the truth."
C0465,Results,The one positive lead does not survive at 28 lineages,prose,interval,interval,0.361,0.361,3,,E1,art_CZaytBH8uL4_,/metadata/results/outcome_statistics/b_verdict_class_change_rate/refitA/wilson_ci95/1,0.3613378256142475,0.0003378256142475,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,HIGH,False,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"The descriptive verdict-class change rate is $12/52 = 0.231$ $[0.137, 0.361]$ against the archived $6/19$, so the refit still *moves* AMS's PASS/WARN/CRIT verdicts; it just does not move them toward the truth."
C0466,Results,The one positive lead does not survive at 28 lineages,prose,correlation,count,7,7.0,0,lineage,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/archived_19_only_Delta_A/lineage_aggregated/n,7.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,True,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"It can now: at $n_{\text{lineage}} = 7$ the improvement is $+0.296$ and at $n_{\text{lineage}} = 28$ it is $+0.099$ with an interval covering zero, which is the second reading, and which is the exact failure mode Wang et al. warn about when they report a correlation moving from $-0.64$ at $n = 7$ to $+0.02$ at $n = 18$ [20]."
C0467,Results,The one positive lead does not survive at 28 lineages,prose,correlation,real,+0.296,0.296,3,lineage,E1,art_CZaytBH8uL4_,/metadata/prereg/archived_reference_values/delta_19_members,0.296,0.0,|delta| <= 0.5e-3 is ROUNDING_OK,MATCH,resolved against a stamped source,MEDIUM,True,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"It can now: at $n_{\text{lineage}} = 7$ the improvement is $+0.296$ and at $n_{\text{lineage}} = 28$ it is $+0.099$ with an interval covering zero, which is the second reading, and which is the exact failure mode Wang et al. warn about when they report a correlation moving from $-0.64$ at $n = 7$ to $+0.02$ at $n = 18$ [20]."
C0468,Results,The one positive lead does not survive at 28 lineages,prose,correlation,count,28,28.0,0,lineage,E1,art_CZaytBH8uL4_,/metadata/results/score_columns/orig_sigma/lineage_aggregated/n,28.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,True,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"It can now: at $n_{\text{lineage}} = 7$ the improvement is $+0.296$ and at $n_{\text{lineage}} = 28$ it is $+0.099$ with an interval covering zero, which is the second reading, and which is the exact failure mode Wang et al. warn about when they report a correlation moving from $-0.64$ at $n = 7$ to $+0.02$ at $n = 18$ [20]."
C0469,Results,The one positive lead does not survive at 28 lineages,prose,correlation,real,+0.099,0.099,3,lineage,E1,art_CZaytBH8uL4_,/metadata/results/outcome_statistics/a_Delta_A/member_level/delta,0.09902176988532507,2.1769885325068072e-05,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,MEDIUM,True,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"It can now: at $n_{\text{lineage}} = 7$ the improvement is $+0.296$ and at $n_{\text{lineage}} = 28$ it is $+0.099$ with an interval covering zero, which is the second reading, and which is the exact failure mode Wang et al. warn about when they report a correlation moving from $-0.64$ at $n = 7$ to $+0.02$ at $n = 18$ [20]."
C0470,Results,The one positive lead does not survive at 28 lineages,prose,correlation,real,-0.64,-0.64,2,lineage,,,,,,|delta| <= 0.5e-2 is ROUNDING_OK,UNTRACEABLE,"a value attributed to cited literature, not produced by any artifact of this project; logged as an exception rather than repaired",LOW,True,False,,"It can now: at $n_{\text{lineage}} = 7$ the improvement is $+0.296$ and at $n_{\text{lineage}} = 28$ it is $+0.099$ with an interval covering zero, which is the second reading, and which is the exact failure mode Wang et al. warn about when they report a correlation moving from $-0.64$ at $n = 7$ to $+0.02$ at $n = 18$ [20]."
C0471,Results,The one positive lead does not survive at 28 lineages,prose,correlation,count,7,7.0,0,lineage,E1,art_CZaytBH8uL4_,/metadata/results/sensitivity/archived_19_only_Delta_A/lineage_aggregated/n,7.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,True,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"It can now: at $n_{\text{lineage}} = 7$ the improvement is $+0.296$ and at $n_{\text{lineage}} = 28$ it is $+0.099$ with an interval covering zero, which is the second reading, and which is the exact failure mode Wang et al. warn about when they report a correlation moving from $-0.64$ at $n = 7$ to $+0.02$ at $n = 18$ [20]."
C0472,Results,The one positive lead does not survive at 28 lineages,prose,correlation,real,+0.02,0.02,2,lineage,E1,art_CZaytBH8uL4_,/metadata/results/score_columns/refitA_sigma_worst_concept/lineage_aggregated/rho,0.02355197046585713,0.0035519704658571287,|delta| <= 0.5e-2 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,True,False,2655fddb23aeb184496eef8eb3204b3a3ef77fd0ce104d7b37c1bd8505205d36,"It can now: at $n_{\text{lineage}} = 7$ the improvement is $+0.296$ and at $n_{\text{lineage}} = 28$ it is $+0.099$ with an interval covering zero, which is the second reading, and which is the exact failure mode Wang et al. warn about when they report a correlation moving from $-0.64$ at $n = 7$ to $+0.02$ at $n = 18$ [20]."
